Soil type,Water Holding Capacity,Field Capacity,Permanent Wilting Point,Infiltration Rate,Soil Texture Class,Bulk Density
-0.076562114,-0.23952049,-0.059649345,0.12753528,-0.035908084,-0.04872936,0.046062283
-0.17761274,-0.26818687,-0.029900111,-0.00037596934,-0.07843219,-0.03602439,-0.08827159
-0.122062474,-0.2727799,0.15563564,0.108131185,-0.031000689,0.0056908056,0.1718494
0.037091184,-0.26255757,-0.107603684,-0.1669488,-0.19709973,0.17343415,-0.086703196
0.03550582,0.010905795,-0.110510364,0.048577815,-0.13196845,-0.13838403,-0.15745124
-0.04527101,-0.19332989,0.05344159,0.10914229,-0.0015322194,-0.11517793,-0.17935318
-0.06934037,-0.2736743,0.066257924,-0.12658292,0.088310495,0.11021292,-0.29231146
-0.07061376,-0.057743393,0.029890917,0.24936783,0.06735295,-0.035858735,-0.18631525
0.029196754,0.020627752,0.0024710745,0.042935766,-0.005012163,-0.088102095,-0.1900689
0.05355034,-0.04647027,0.04987535,0.009706153,-0.090634346,0.17242752,0.100755066
-0.036787126,-0.17280515,-0.26053685,-0.1821233,0.16409796,0.2095512,0.051615685
-0.2778293,-0.20243841,-0.015686572,0.121030524,0.043103028,0.060165823,-0.013641207
-0.04956948,-0.3874291,0.022368602,0.099843614,-0.22658104,0.21171138,-0.15709579
0.1965448,-0.34977287,0.12587067,-0.12609503,-0.21942979,0.11821346,-0.4476918
-0.1976625,-0.23582596,0.18684635,-0.30627495,-0.009620022,-0.065599576,-0.12759763
0.12608942,-0.25127524,0.008739993,0.024694778,0.09706031,0.0067588333,-0.22362502
0.16038966,-0.14652053,0.09894088,0.11886212,0.106546,-0.0029934794,-0.18456861
-0.16006976,-0.063763246,-0.027889833,-0.12820345,-0.063905895,0.26926106,0.019516006
-0.08356821,-0.22529244,0.07323929,0.03155421,-0.0012591612,-0.0292386,-0.173061
-0.31751946,-0.30026275,-0.21479593,-0.24941283,0.33075023,-0.14671046,-0.13138148
0.015518367,-0.115208656,0.017122965,0.057486486,0.06528042,-0.025528708,0.055502914
-0.1819408,-0.30255702,-0.2276822,-0.054196924,-0.027484812,0.22405063,0.013782501
-0.14514118,-0.22826044,0.047529988,-0.06300752,0.10845506,0.04531482,-0.14702709
-0.023425514,-0.14270866,0.021033421,-0.24491295,0.12965435,0.17660095,0.07188169
0.027286146,-0.21459892,0.02898766,-0.10805452,-0.17129153,0.22865011,-0.044730783
-0.25231487,-0.24504873,-0.19975007,-0.13541088,0.2550221,0.15841427,0.083739266
-0.16445912,-0.288392,0.09778937,0.063115425,-0.016958943,0.19194451,0.081714496
-0.1998171,-0.22513735,0.07681608,-0.18593296,-0.0426777,0.025912859,-0.1409138
-0.09278692,-0.1402104,-0.021734089,0.08910214,-0.09902786,-0.015887294,-0.0151254535
-0.14342666,-0.053678196,0.04730334,0.2145913,-0.025473766,0.16130497,-0.12649338
-0.26772088,-0.24074642,-0.026447177,-0.12343811,-0.2814519,0.195546,0.24326903
0.06301573,-0.02549696,0.20903628,-0.011707148,0.012369651,-0.1617756,-0.33089027
-0.14872645,-0.23992833,-0.016665474,-0.107502006,-0.052584205,0.08432039,0.056115206
-0.073473625,-0.21824372,0.23402789,0.019366056,-0.16612141,0.15510167,-0.2913271
-0.28755254,-0.06150858,0.32200912,-0.27133027,0.078775965,0.20374492,-0.39968497
-0.09638196,-0.15945727,0.03380002,-0.19539534,-0.16564581,0.010775635,-0.25673726
0.16194823,0.04343772,-0.15536398,-0.22448182,0.012444522,0.07461032,-0.3841654
0.13640516,-0.1732069,-0.04486523,0.010342743,0.15535846,-0.010894954,0.0148086455
0.10185566,-0.15087286,0.28293324,0.007968467,-0.222709,0.11284217,-0.14443702
-0.024916422,-0.1520894,0.09720397,-0.053181987,-0.08754015,-0.014246507,-0.007945806
-0.1603786,-0.47352087,-0.006138999,0.22369078,-0.03269265,-0.060583755,-0.23670468
0.15048258,-0.2902482,0.008608818,-0.12506907,-0.11381491,0.19159196,-0.03846389
0.017831128,-0.12079421,0.010824427,-0.06117437,0.028564401,0.032719202,-0.023722976
-0.08259999,-0.11053161,0.032012172,-0.097289175,-0.011222303,-0.22529282,-0.1314073
-0.06263441,-0.3653023,-0.052667417,-0.09219219,-0.061872527,-0.023586618,-0.029261358
-0.18235368,-0.24217394,-0.03998684,-0.27963603,-0.18058422,0.1913766,0.0019537657
0.043016404,-0.19395116,0.04606597,-0.11068939,-0.22105452,-0.022187464,-0.09340865
-0.16834691,-0.13959517,0.044575196,-0.38630813,-0.03493752,0.073095545,-0.04771039
-0.07622477,-0.017610453,-0.04666587,-0.064752325,0.22727248,-0.025848918,-0.13573268
-0.19022791,-0.13560332,0.02506806,-0.079183966,0.015713446,-0.018056866,0.17375353
-0.15290178,-0.2946194,-0.029216923,-0.14679193,0.21732223,-0.055520542,-0.034655064
-0.16954388,-0.1530908,0.039205406,-0.05466578,-0.031000681,0.016215295,-0.17181674
0.05992928,-0.4610691,0.2534384,-0.19356635,-0.16366781,0.24681485,-0.2624491
-0.22511183,-0.37259865,0.111784264,0.0074916594,-0.16446902,0.10398948,0.1174166
0.054572955,-0.29273793,0.05106423,0.020172896,0.13521463,-0.078329265,-0.15661174
-0.273468,-0.20636737,-0.121861495,-0.14271504,-0.056454852,-0.02443302,-0.09001302
0.06775369,-0.16950354,0.06486449,-0.17274806,0.10282544,0.09657743,-0.12972948
-0.0027731434,-0.34791082,0.060539275,0.08655412,-0.12780748,-0.014522523,-0.1152568
-0.02317401,-0.026575072,0.118926585,-0.28727457,-0.16937396,0.09967551,-0.10568106
-0.1879269,-0.09657603,0.03897541,0.24357314,-0.04380791,-0.03715363,-0.24132991
-0.013161795,-0.07420495,0.08443954,-0.15351157,0.33046263,-0.063524745,0.14085093
0.06862363,-0.2898456,0.15456049,0.161753,0.15103233,0.1493201,-0.030944303
-0.078308046,-0.21856451,-0.037089005,-0.104115844,-0.035678014,0.2128455,0.069510445
0.20630535,-0.26224637,0.0078903735,-0.13739708,0.10287398,-0.11522644,-0.23166671
-0.23022282,0.15059511,0.04165183,-0.15326491,0.028154984,0.04384886,-0.10380274
-0.118328065,-0.48107532,0.069377825,-0.17222644,0.109254256,-0.09788412,-0.18839712
-0.15663958,-0.33830935,-0.04231333,0.19773355,0.08450549,0.14210361,-0.17933808
-0.18536007,-0.34606412,0.00974223,0.08154107,0.16889276,0.011836663,-0.08027613
-0.01610696,-0.29354,0.0344003,-0.26403466,0.120747894,0.10194036,-0.018776327
-0.23418713,-0.37092918,0.045045905,-0.100340754,0.2966124,-0.04442279,-0.0075764805
-0.087557405,-0.2592466,0.112191424,0.024875462,-0.16473736,0.12480215,-0.35431415
0.018661123,-0.31595868,0.08352935,-0.15520841,0.024461664,-0.039792232,-0.13198125
-0.026630862,0.2683741,0.2504323,-0.075379476,-0.21343388,-0.09468296,-0.28798568
0.057904676,-0.49875313,0.2693328,0.10283247,-0.060382873,0.07424773,-0.31544518
-0.020015873,-0.16629794,-0.05142058,-0.097647905,-0.058918532,-0.086195275,0.007198509
-0.050930098,-0.2955482,-0.0832912,-0.15705815,0.15529646,0.45998645,0.023384422
-0.0009355154,0.008692391,0.13757704,-0.22320144,0.15139696,0.13791819,-0.08215613
-0.13475133,-0.28622717,0.17326126,0.046584852,-0.1865755,0.25042367,-0.24077135
-0.11091588,-0.18274978,0.13846931,0.08532357,-0.109978154,0.19406636,-0.06818634
0.11268915,0.058308765,0.008816034,-0.13306583,-0.009388238,0.12179381,0.0617123
-0.02510282,-0.161511,-0.035862178,-0.25026703,0.23641808,0.14952388,-0.04936813
-0.16833395,-0.32206935,-0.015334845,-0.15918496,-0.2209394,0.10057913,-0.24905936
-0.14200625,-0.32033733,0.11194351,0.24833511,0.21140498,-0.14274688,-0.35338277
0.013696093,-0.11913839,-0.009536121,0.004747361,-0.0023505688,0.028062642,-0.063323036
-0.06747021,-0.29465437,0.18254237,-0.12988967,0.12587509,0.08924092,-0.1753245
-0.11658302,-0.1338094,-0.033031,-0.06443156,0.08088011,0.16101125,-0.13027151
0.04228823,-0.39459333,0.0076111704,-0.15555497,-0.042091288,-0.027145855,-0.23972046
-0.041887924,-0.37371135,0.2588914,0.03877496,-0.21959767,-0.026484149,-0.19991255
-0.1739203,-0.27820086,0.21150109,-0.13595855,-0.031799696,0.06675643,-0.08152501
-0.28603148,-0.4442658,0.16927885,-0.047867715,0.14283942,0.04633011,-0.11969229
-0.20766824,-0.12349025,-0.15581743,0.05357636,0.07340449,-0.1899077,-0.08201989
-0.0077202907,-0.06406902,0.15562093,0.11095854,0.104799986,0.14490668,-0.11184122
-0.12288916,-0.23374754,0.114841186,0.086035304,0.19843265,-0.03559111,-0.056877814
-0.068318605,-0.46182203,-0.05981706,-0.08676711,-0.14599621,-0.00013248622,-0.2667242
0.021038838,-0.3669034,0.1683624,0.000988476,-0.19791141,0.06550518,-0.064233676
-0.17969258,-0.3059759,0.110409066,-0.11360398,-0.10064794,-0.03814426,-0.17963228
-0.04998611,-0.16571951,0.20550196,0.21469961,0.016859815,0.004092574,-0.1887702
-0.2521413,-0.1971745,0.0754836,-0.08582231,-0.08637951,-0.003060326,0.16230041
-0.052725285,-0.6389698,-0.10914809,-0.07396342,0.06034544,0.3115552,-0.41692337
0.12715796,-0.10545126,0.1530936,-0.33260822,-0.0062421113,0.26711863,0.021655288
-0.04268837,0.00042940304,0.058614776,-0.039676927,-0.09261744,0.15319341,-0.017071057
-0.16634834,-0.1144457,0.0034621358,-0.09390656,0.21636371,0.07966465,-0.030402444
-0.20071462,-0.14643258,0.035568476,0.022376455,-0.112914965,-0.061012566,-0.21443525
0.07940441,-0.33414808,0.21369606,0.05775486,0.05556023,0.07289874,-0.0068272576
-0.11074133,-0.2045286,0.103105575,-0.085429065,0.071864024,-0.09368189,-0.21646057
0.053862847,-0.320705,0.14777532,-0.14278294,-0.10154047,0.28847536,-0.022498973
0.066352434,-0.28805584,-0.051589638,-0.07804817,-0.1640887,-0.021813296,0.02767476
-0.29529673,0.14448729,-0.104297064,0.07604275,0.11347125,-0.016857207,-0.08993735
-0.32595623,-0.27167955,-0.041159257,-0.1809486,0.10888396,-0.13809472,-0.2713542
0.024677556,-0.25651586,-0.17262363,-0.25802305,-0.025242515,-0.013853237,-0.14118047
-0.1429919,-0.4944358,0.020628208,-0.18697624,-0.09474404,-0.03543238,-0.17757365
-0.21559627,-0.37515458,0.008747354,0.04852988,-0.17806578,-0.13294026,-0.2315702
-0.23504083,-0.106617026,0.23309651,0.16793156,0.009326424,-0.01597616,-0.15278402
-0.056493457,-0.2187339,-0.092266396,-0.11336979,0.087240554,-0.0960472,-0.07922016
-0.31773263,-0.26056385,0.04339177,-0.053434655,-0.13934502,-0.03493645,-0.06472098
0.07277025,-0.06183484,-0.033894837,-0.15709709,-0.28553668,0.10249285,-0.09722449
0.0012647584,-0.35162145,0.24738927,-0.026061874,-0.10429375,0.14753352,-0.3634623
-0.09940358,-0.23073904,-0.14800692,-0.18742703,-0.21955273,0.071436256,-0.19444738
-0.03149204,-0.34743166,0.18966156,-0.14928532,0.15720582,0.18181123,0.037932858
-0.22025096,-0.1559416,0.04821827,-0.046626262,-0.11822744,-0.061854344,-0.20951271
-0.18224452,-0.07949424,0.059133917,-0.17224881,-0.001416184,0.17682251,-0.17132181
-0.2519329,-0.11842549,-0.045582563,-0.18279798,0.14618602,-0.013878435,-0.06814909
-0.05911069,-0.41051054,0.12043965,-0.15061985,0.15937692,0.15194587,-0.14082406
0.07999845,0.010890074,-0.027770804,-0.1784088,-0.056783188,0.1286121,-0.10850035
-0.02810941,-0.310208,-0.085170604,-0.14210074,0.026434075,-0.024557583,-0.038770467
-0.048111048,-0.25710744,0.03764234,0.09064868,0.16936657,0.19365779,-0.19341792
-0.27715936,-0.5005451,0.009760648,0.025933027,-0.10965413,0.25303528,-0.030379713
0.085774206,-0.29181778,-0.055988047,-0.20928475,-0.058673076,0.041950703,-0.0011589304
0.21918389,-0.41213632,0.25715265,-0.23070237,0.4187903,0.051280327,-0.3498095
-0.09913365,-0.14336224,-0.007986173,-0.109688014,0.17120674,0.13293497,-0.011276722
-0.159764,-0.022641972,-0.046911545,0.10272515,0.071337566,0.029112097,-0.2685217
-0.015939081,-0.28851596,-0.13016728,0.027490355,0.031395704,0.09985345,-0.0556107
-0.094228715,-0.43320066,-0.072545566,-0.02439735,0.032759257,0.15773019,-0.36619586
-0.26105273,-0.03189248,-0.09536672,0.1193607,0.20491877,-0.08117668,-0.15490723
-0.19466642,-0.42705315,-0.100176536,-0.11436442,0.11519051,0.2244517,0.010976121
-0.08826822,-0.3686488,-0.0884427,-0.0155249415,-0.06364741,0.1325199,-0.18898684
-0.18597452,-0.1744558,-0.018634357,0.09979595,0.27418584,-0.053731963,-0.14094138
-0.21773556,-0.28352958,0.030994236,-0.05336406,0.120980084,-0.032331213,-0.097745106
-0.21223171,-0.39749965,0.034649774,0.15352553,0.19393104,-0.017415356,-0.19920431
-0.07731232,-0.14777456,0.054136336,0.18098375,0.02710962,0.041467585,-0.2946078
-0.31156886,-0.26660264,-0.20722257,-0.16166495,0.24468523,0.11498484,-0.06372906
-0.11035118,-0.48044464,0.22907129,-0.12210561,0.21215759,0.013124108,0.041193694
-0.0482836,-0.31253624,0.074898764,-0.016264446,-0.099495925,-0.054665662,-0.17584622
0.101042256,-0.18482661,-0.026104186,-0.19088581,-0.04503534,0.13107054,-0.025482189
-0.049322035,-0.39127076,0.08701618,-0.16485615,-0.09050184,0.065140225,-0.22837965
0.06583442,-0.4029257,0.047188796,-0.1090194,0.010262854,-0.02037283,-0.17922767
0.030782621,0.05277039,-0.17672703,-0.21245429,0.100080475,-0.018656261,-0.14205682
-0.039036922,-0.26333946,0.10002107,-0.10155461,-0.25927335,-0.08840743,-0.043710086
-0.17331025,-0.29354095,-0.1095984,-0.20913099,-0.2521554,0.011442803,-0.12427597
-0.18089053,-0.21644375,-0.006941259,-0.13579112,0.16665772,0.0308991,-0.057201557
-0.11422281,-0.24686953,0.08845197,-0.104500055,-0.25788116,0.06267524,-0.20290585
-0.09077959,-0.35227588,0.028779253,-0.058591306,-0.10467534,0.24114239,-0.100671455
-0.02232337,-0.31581634,0.15058246,-0.16807109,-0.08814849,0.049353432,-0.17437248
-0.0763921,-0.28619155,0.16256076,-0.17233863,-0.24961965,0.23682606,-0.20196745
-0.1459507,-0.059575886,0.09328526,-0.046080075,0.09780332,0.081510864,-0.19196165
0.012914993,-0.56428564,0.14691088,-0.262466,-0.13948484,0.12541805,-0.13143466
-0.41616005,-0.19638562,-0.068681836,0.044858932,0.1937502,-0.005624462,-0.2112201
-0.08570322,-0.21820585,0.029351383,-0.13705955,-0.046581864,0.36194098,-0.057356045
-0.1261509,-0.44367975,-0.30374265,-0.07822485,0.032546334,0.08051705,-0.033251524
-0.2764801,-0.22521165,-0.0032424033,0.032508545,0.031854212,0.0378707,0.05294085
-0.09923245,-0.2021709,0.08160345,-0.14777212,0.098940164,-0.08245773,-0.095464185
0.032173254,-0.053605415,0.09914845,-0.074116796,0.23999959,-0.0739443,-0.014869774
-0.104522526,-0.2825906,0.0874656,0.019362107,-0.08132483,-0.1384196,-0.12156899
-0.023107303,-0.31150916,0.02342619,-0.11173043,0.15329964,0.20921406,-0.38518196
-0.028983133,-0.41488105,0.10532625,-0.10731922,0.16406131,0.25290212,-0.14808583
0.021571442,-0.04058072,-0.10654993,-0.07713366,0.03635986,0.33977696,-0.17417113
-0.13020623,-0.20670646,-0.09102989,-0.056213684,-0.21920039,0.0787975,-0.18816084
-0.13744055,-0.2728962,0.12524606,0.056854922,0.055336073,0.26297033,-0.3290191
-0.23644465,-0.15685102,0.049739018,0.04129594,0.18101616,0.024911284,-0.06390253
-0.1692633,-0.39610207,0.05809787,-0.1741419,-0.11372922,0.039874524,-0.014453273
-0.0026006997,-0.34290516,0.0903593,0.18398735,0.09915094,0.018444493,-0.03553439
-0.027461719,-0.31369615,-0.16150554,-0.15628695,-0.029119741,-0.040666074,-0.07913813
-0.10419498,-0.44981867,0.07838311,-0.015117018,0.053122703,-0.09342848,-0.060513794
-0.2048879,-0.13693811,-0.11292842,-0.025142938,0.23300934,-0.029292792,-0.057142
-0.03785345,-0.0044346303,0.08174213,-0.0036561936,-0.17085749,0.066738226,-0.14750174
-0.064341985,-0.38381672,0.13700736,-0.20127097,0.09483546,-0.21333778,-0.25219083
-0.0669422,-0.3067782,-0.06034424,-0.030929193,-0.13526654,0.040350668,-0.061047032
-0.06019264,-0.4872477,0.12085797,0.026361853,-0.201713,0.17914851,-0.36481968
-0.06307672,-0.2667982,-0.053395156,0.05775233,0.13112363,-0.02704909,-0.08560851
-0.17948662,-0.18507864,-0.13211498,-0.07609135,0.094290376,-0.15653868,-0.06507183
0.036282077,-0.4293065,-0.005774744,0.04288704,0.18806289,0.19262217,-0.09332513
0.027027346,-0.032234427,0.16069448,-0.11069926,-0.18551956,-0.029791474,-0.0053392164
-0.14837389,-0.45340335,-0.13222696,-0.027950764,-0.10186579,-0.18348706,-0.17641737
-0.26331788,-0.19629565,0.051812056,0.013923496,-0.07796414,0.1675711,-0.1017409
-0.17394401,-0.17807001,-0.14629656,-0.14087349,0.06666277,0.09239866,-0.06902496
0.026494116,-0.08350998,-0.08459277,-0.27668166,-0.024415052,0.12956795,-0.10034784
-0.1280014,-0.34568053,-0.27645624,-0.21082696,0.122535855,-0.06053335,-0.04394348
-0.09170963,-0.3810146,-0.061735142,-0.13164815,0.07257971,-0.018856205,-0.0829591
0.040415134,-0.372449,-0.048587397,-0.01259337,0.102446966,0.14848924,0.17824563
0.039068833,-0.45716465,0.0500782,-0.08609979,-0.016627595,-0.19501,0.029707856
0.065060265,-0.35577482,0.13744332,-0.29755518,-0.33103788,0.26550785,-0.30408034
0.14291832,-0.19796252,-0.06334901,-0.26821968,0.22022538,0.09377559,0.08453686
-0.13241301,-0.17548707,0.12598296,0.017395834,-0.1407845,-0.07288198,-0.056625493
-0.116403274,-0.0170208,0.033139437,-0.12818396,-0.14055847,-0.07426906,-0.20359069
-0.2859617,-0.099849,-0.031555936,-0.10324582,0.051208913,0.21023045,-0.0062688403
0.10818352,-0.3161521,0.00381447,-0.041009337,0.08386875,0.24375293,-0.3443991
-0.112799786,-0.320778,-0.091601774,-0.08019614,-0.06255851,0.082606,0.080198854
-0.106090695,-0.11473031,-0.1223185,-0.18570477,-0.11334486,0.26057494,-0.041954465
-0.25388142,-0.015244806,0.030556671,0.12985565,-0.015055224,0.06405722,-0.041187853
-0.081021175,-0.49760056,0.028833225,-0.031270713,0.31509557,0.18435447,0.04753206
-0.10099794,-0.034129124,-0.12935174,-0.06100934,0.046031,-0.11087535,-0.08342733
-0.06529102,-0.52182704,0.08999619,-0.13594154,-0.29117095,0.155001,-0.34613717
-0.107847095,-0.29430908,0.0036438257,0.0058310255,-0.08085854,0.13488111,-0.07102001
0.050618198,-0.23855776,0.20918874,0.053574044,0.01879168,0.1016663,-0.16761902
-0.10725176,-0.12105496,-0.07061238,-0.2119034,0.032283437,0.12624264,0.07372238
-0.025745792,-0.30374512,-0.06567052,-0.30501992,-0.054105546,0.03483413,-0.00836914
0.0072796084,-0.0710339,-0.015460461,-0.14504048,0.20618597,-0.04498799,0.006311752
-0.07820871,0.13580273,0.053924795,0.014813453,0.14121746,-0.047378782,-0.19462933
-0.080864266,-0.11706376,0.065425016,-0.021388032,-0.06804338,0.095144525,-0.11775373
-0.099965334,-0.3344094,-0.040863775,-0.23780689,0.10740793,-0.10252792,-0.11349656
-0.06068638,-0.20736834,-0.243706,0.097270444,0.09486415,-0.0066100657,-0.095666446
0.08307712,-0.16060835,-0.16218564,-0.24502663,0.042774424,0.079614915,0.009472951
0.14482768,-0.12676588,0.19408324,-0.060737193,-0.17469093,0.18413195,-0.09816279
-0.12642495,-0.34713092,0.05061923,-0.0001335349,-0.011422193,-0.001471065,-0.22679363
-0.09820344,-0.041363496,-0.04612504,0.06429589,0.057358284,-0.20753235,-0.07145691
-0.13619283,-0.22751784,0.029473804,0.039091576,-0.10297701,-0.09265135,-0.1285049
-0.05306735,-0.23093627,0.123100236,-0.028001726,-0.048389696,0.3049475,-0.19229558
-0.049293734,-0.14954877,0.046027333,-0.14259055,0.03193669,0.040104024,-0.034471266
-0.16992903,-0.16679981,0.002560772,-0.026872918,-0.07604824,0.1680395,-0.048214033
-0.20481813,-0.24229482,0.028151989,0.085560754,-0.10179897,0.060758978,-0.09002082
0.013814487,-0.06743703,-0.15138909,-0.2682236,0.2684694,-0.059744015,-0.24690771
-0.23815364,-0.19191623,-0.17820741,-0.13096593,0.18127061,-0.10763196,-0.0109678805
-0.1851323,-0.23914778,0.15464157,-0.0011263192,-0.5089542,0.062026143,-0.029886037
-0.24726212,-0.25532353,0.09635459,-0.11947983,0.1551912,-0.018198349,0.06501869
-0.011363663,-0.20796381,-0.19763634,-0.0057062805,0.016747162,0.09545182,-0.08878214
-0.40843594,-0.2553944,0.03262067,0.11135247,-0.013347454,0.09837197,-0.013408631
-0.13416718,-0.28884798,-0.02699922,-0.32100534,-0.07662811,0.23177111,0.07694602
-0.16023532,-0.23138188,-0.052327454,-0.027910214,0.12876344,0.14101908,-0.0874647
-0.14130382,-0.20877145,0.0044330508,-0.22355905,-0.23509191,0.11925265,-0.25396448
-0.020393692,-0.46488142,-0.15378311,-0.08985087,0.3566163,0.054340407,-0.006728232
-0.24475697,-0.26401407,-0.27625707,-0.21394747,0.059250828,0.061623126,-0.010078877
0.21025637,-0.35132676,0.1214928,-0.23142865,0.18092588,0.05644215,-0.29440773
-0.04197577,-0.15591064,-0.12958305,0.13822186,-0.09095551,0.13426146,-0.15051188
-0.09583416,-0.3061178,0.06261256,-0.07655227,0.21615663,0.049012847,-0.10272533
-0.08829346,-0.32945758,-0.0072191805,-0.1680648,-0.060734183,0.07978636,-0.00914374
-0.19174168,-0.6582382,0.064194255,-0.17209344,-0.12282626,0.2854429,-0.20224103
-0.08458348,-0.3809681,-0.17978308,-0.13308364,0.3023829,-0.031349692,-0.20553808
-0.35113215,-0.20852955,0.08702089,-0.0792391,-0.10736634,0.024925545,-0.065223895
0.0024712496,0.048213124,-0.16636357,-0.270438,0.0661436,-0.049372233,0.26388708
-0.10530117,-0.08148362,0.33694863,0.18808077,-0.14989014,0.12741552,-0.26441386
-0.13736528,-0.15700985,0.052198984,-0.08045131,0.019296221,0.04436988,0.01687035
0.09240323,-0.25522107,0.00859195,-0.04854017,0.20553881,0.039735008,0.061827168
0.03482205,-0.3059534,-0.03288221,-0.09720886,-0.11762757,0.078905,-0.30933985
-0.40519834,-0.14645514,-0.08790672,-0.011115722,0.0731394,-0.23248166,-0.21687262
0.0055683255,-0.023167547,-0.025894687,-0.09924212,-0.22794442,0.10738127,-0.03960385
0.08108369,-0.32068604,0.039354037,-0.19775295,-0.27060753,0.14116484,-0.25886303
-0.057026125,-0.18795943,0.004276052,-0.069440864,-0.018653434,-0.04752641,-0.2546265
-0.10106702,-0.15466306,0.01889453,0.07772578,0.22550116,-0.05268532,-0.103693575
-0.08530138,-0.14183474,-0.20230079,-0.04677921,-0.014118537,0.20927668,0.0107156
0.010872632,-0.48662853,-0.05437767,-0.13400666,0.18365446,-0.08811854,-0.19645391
0.0077712946,-0.13434948,-0.2515318,-0.05506961,-0.03367223,-0.050124284,-0.1344512
0.06327695,-0.21025403,0.13753083,-0.17920081,-0.19716564,0.05537177,-0.040222734
-0.12193495,0.123380914,-0.01053752,-0.08163853,0.007929357,-0.06304395,-0.0685167
-0.11023888,-0.20463803,0.17750221,-0.019612178,0.048264075,0.09338236,-0.037812114
-0.015203901,-0.22406346,0.106168225,-0.24608135,0.1322535,0.23294924,-0.09057259
-0.09553054,-0.16348118,0.070077196,-0.12934422,-0.03187965,0.22321236,-0.23513511
-0.005354274,-0.32942444,0.121006936,-0.021703597,0.119112,0.086857304,-0.19584751
-0.13505104,-0.14194445,-0.018284366,-0.027661089,-0.03504815,0.10260333,-0.1334132
-0.045877002,-0.24245065,0.09571673,-0.070302695,-0.05261787,-0.20729367,-0.13431635
-0.18909588,-0.09405053,0.2047022,0.19292332,-0.102569036,0.00880041,0.07606382
-0.15095632,-0.17974123,0.07755448,-0.073658094,-0.07141783,-0.05872746,-0.097685866
0.060564533,-0.43830767,-0.16667487,-0.31682527,-0.21142012,0.25628287,-0.21295281
-0.1431044,-0.23095961,-0.082209766,-0.39448816,0.10091831,0.1846484,-0.10842911
-0.30695775,-0.31756803,0.087862596,-0.001027897,-0.030677104,0.0042665936,-0.2546548
-0.13608705,-0.19580717,-0.15302712,0.073483594,-0.04652027,-0.062028676,-0.14864686
-0.24672043,-0.41254398,0.047523018,-0.05466482,0.043135583,-0.013260778,-0.053296313
-0.09151414,0.12894851,0.3927473,-0.057984482,-0.17808506,0.18787797,-0.042208016
-0.11301889,-0.33958974,0.08948812,-0.21660481,-0.041795604,-0.088598505,-0.16464701
-0.10691632,-0.24487334,-0.03285757,-0.08755417,-0.0060871243,0.08399309,-0.0062854886
-0.18450016,-0.29261127,-0.04160596,0.07097511,0.011504242,-0.082758814,-0.03804986
-0.021353796,-0.10636206,-0.12633142,0.0085099675,0.05269069,0.103536524,-0.05580707
-0.22503039,-0.4962818,-0.03220979,-0.18393067,0.07234782,-0.088124745,-0.1030882
-0.096043155,-0.23661569,0.026614249,0.09535457,0.0424024,-0.06899105,-0.046889782
-0.17931853,-0.16477941,0.06872294,0.045906022,0.14675795,-0.037851218,0.032009806
-0.041910674,-0.39732635,-0.11650913,-0.10887443,-0.15668002,0.11083919,-0.060888246
0.060009032,-0.4611074,-0.1681946,-0.009322409,0.030419007,-0.09893386,-0.08731392
-0.14046106,-0.029206038,0.024235185,-0.0049030483,0.05852236,0.06671196,-0.08119996
-0.020603323,-0.15405536,0.28586584,0.027241461,-0.36970836,0.14390591,-0.19616479
-0.042154208,0.028660476,-0.10920925,0.30690747,0.012568427,-0.13595814,-0.14923412
-0.115590006,-0.06992126,-0.08029442,-0.34306645,-0.11076109,-0.017195076,-0.07368125
-0.053475343,0.09938677,0.033289135,-0.023699638,0.02800444,-0.013481837,0.009969665
-0.30885458,-0.49641034,0.054976027,-0.026219264,0.129311,0.11902051,-0.28180838
-0.038823493,-0.49358052,-0.038029984,-0.24490947,-0.09579226,0.18587193,0.11186066
0.07685566,-0.18014392,0.10411078,-7.025339e-05,0.08699264,-0.015555933,0.042528927
-0.235075,-0.30885574,0.07924014,0.12156742,0.16947454,-0.15521874,-0.05526492
-0.21983942,-0.6580013,0.24825758,-0.11652536,0.089617416,-0.01183407,0.027662262
0.023759503,-0.44896322,0.24007781,-0.23029526,0.0068418533,0.15063454,-0.27119395
-0.050834265,-0.09217036,0.14022225,0.15621105,0.16234626,-0.11077664,-0.081135884
-0.29402977,-0.20679554,0.018890873,-0.07468651,-0.02503018,0.055303954,-0.13070016
-0.22049579,-0.33906102,0.08623083,-0.020570982,0.11901876,0.033799145,0.18574351
0.063449286,-0.27305,0.2974323,-0.34290698,-0.14467347,0.42980978,-0.0045851506
-0.113425225,-0.3141417,-0.035036206,0.05439523,0.15784448,-0.009665772,-0.084052876
-0.08182026,-0.15676756,0.110439524,0.050016996,0.050067395,-0.0075817555,-0.01589423
-0.24846587,-0.22865275,-0.15514942,-0.11278808,0.31384635,0.13875732,-0.00042305142
0.122067146,-0.17539173,0.032101344,-0.14735553,0.13177966,0.040788166,-0.10325048
-0.16655144,-0.01192496,-0.14275792,-0.060013145,0.0410002,-0.03991755,-0.11370863
-0.0011778586,-0.49603948,-0.0045277476,-0.093140714,0.011331856,0.111127935,-0.15407574
0.0013395483,-0.14667481,-0.044252317,-0.122262985,0.025849842,0.12681448,0.052872185
-0.0998244,-0.36373857,0.059401404,0.03567683,0.009099039,0.014441267,-0.1939815
